Text,Sentiment
Couldve bet on that like a horse race,negative
John Coakley Tim Coakley something for ye to try tomorrow,positive
By fuk tis bogging we be,negative
Gezz they got that pump wound out on that Ol sooty,negative
Darren that you and Carl in BH Lol,negative
The Fendt must have been  opened up a little but here at CASE IH we care about the environment lol,negative
Adam Alcock them fendt are shite it trailed the case and looked like a bloody steam train,negative
And i would get the case and get all the work you lost through being in a smokeless zone,negative
Ur on the ball tom,negative
Is this the unbeatable Wally Lachlan Hill,negative
Yep thats the year he went to Germany for his guest drive,positive
Harry Carter this is my sorta doo,positive
Looks like our 850 when it starts smoking,negative
Aran Connell with all the fendts smoke she still been bate,negative
Luke Schneider Tim Barndon Jnr Josh Bone Stuart Walker Dylan Launer Nick Lehmann Luke Rush,neutral
Git er dun Home for lunch,neutral
See if I can arrange a demo machine hahahaha,negative
Augustin Hardy peut t on dire c un travail bcler mdr,negative
Mdrr oui oui des bourrins pire que moi,negative
Non en fait cest un concours de rapidit et de force,negative
Augustin Hardy oui je c mdr,positive
Donc je confirme que cest bcl mdr,negative
Duval Romain II ton bull Same Laser,negative
When youre ploughing and needing to get back to check the beasts Stuart Urquhart,negative
Wouldnt manage that speed at croft field,negative
Mark Jones is that your dad,positive
Antoine cest le larguilier contre le burkalter,positive
Pas de bon sens comment il bougane  comparer de lautre,positive
Sa laboure en siboire mon homme tasser vs ler bs,negative
criss oui y va tt arracher  c des concour en france sa,negative
The fendt clearly pull out more hp by the speed he is plowing at but he loose his lead at the end of the field when he turns Its more of an driver issues than anything else,negative
Augustin Ltx a tu vu ton fendt et a la ramasse,negative
BELLU SU TRATTORE ITE 6 PIANTENDE SU INU,negative
Jan Rs Max WolfJan KnostmannPhillip EschrichMarian Schmitt,negative
Dylan Castonguay oui monsieur le fendt hahaha,positive
Calvaire a boucane sur un esti de temps,positive
Graeme Fraser lets give this a bash down aside the dee,negative
Will Farrell Adam Tinkler Nathan Morland some porn for u,negative
Andries Sikkema kijk de case rookt niet eens goed spul hey,negative
Is that you Conor Mc Cosker,positive
Damn somebody s having a bad day,negative
I doubt that the tractor was designed for this service environment,negative
could be a knothead driver,negative
Why would any one even try going through something like that Just plain stupid,negative
Danie Van Eeden lyk soos julle plaas,positive
Dit is met de Rubber door de Blubber,negative
If u want a feel for real off roading  Get down under with me and Teddy We get down on it most weekends,negative
sa fait un moment que je les pas planter le fendt moi,positive
Want hy is rooi hy moet groen wees,negative
No worries theres a prop on the front,positive
Si podra salir de ese pantano,negative
Mdr  faut vraiment rien avoir dans la tte pour aller l au mielleux puff quelle tche PTDR,negative
Bob this is u lol,negative
Haha fuck off am no that daft   x,negative
Haha aye u r x,positive
No danger a wouldnt get ma tractor that dirty  x,negative
Where were u that day Ciaran OConnell,negative
Nah that place is planted sor,negative
Dylan Davis is that you,positive
Nah mate this was me,negative
Drive error needs more training,negative
Lewis Ashforth if you ever drove one,positive
Rory petal u spelt scart wrong,negative
Jason this scart or what,positive
What is the prop for on the front,positive
Thats scart land any way Diarmuid McCarthy,negative
Bud McKay you driving that deal,positive
The one bog hole in a 20 acre field Samus  Braoin,negative
ESPERA QUE SE SEQUE Y LO SACAS,negative
Why is it always me doing this shit lol,negative
I say he should quit,negative
Alyssa Hamm how unis going,negative
Looks like something a Pallister would do,negative
Marcus Direktrn Eriksson Johan kerman,positive
Youre right Lmao last spring,positive
Jay Bone look at this clown Jaykeb Black has lost his chaser bin an the plot and sent it swamping,negative
Uilke Hendrik Stropsma die zit vast,negative
Atleast he put a prop on the front first,positive
Must be going to try back out of it,negative
cest juste bien pris vaut mieux appel un dpanneur une grue cest plus sur,negative
Fabien Marion Damien Richard yen a asser dada appel les collgues mtnlol,negative
Samus  Braoin  wanted to be like you in Roches,positive
Jamie Brosnan something youd go at,positive
Una pregunta y si sali solo sin ayuda,negative
Ross Mc Dermott that is ur valtras for yee,positive
Thats even with duals in the back too I just loaded the tank the round before lol,negative
Met het rubber in de blubber,negative
Valtra komt er wel zelf weer uit,negative
Jochem Westra en Mart Holtslag waar zie je een valtra da,negative
Dene kump dr tenminste deur hen die fiat van oe die kump de stoeprand nog nie eens op,negative
Echt wa die valtra die roest al in de fabriek,negative
A mere lapse in judgment is all  Did this in a pothole in Iowa only once,negative
Manning weer aant knooien Zie je niet veel die Cs,negative
Kvin Soyer et voil cest valtra,negative
Bet youd get this one out George Blything,negative
lol hes got a prop just lower it in and turn it on hahahahahahahaaaaaa,negative
Idiot When he gets that tractor out give cleaver boy a bucket and sponge to clean it may think twice next time,negative
Zie je ja wel waarom nie,negative
The Nazis had a way of dealing  with Stupid,negative
only a tosser could do this,negative
22 kk da koai etbar nhi,negative
Dan Woollacott    one for your dad,positive
just a shame they wont bring this to the UK,negative
Bet hed be thrilled with that,positive
Have to have a word with Nigel,negative
they cant bring this to the uk doesnt meet the uk road legislation,negative
Esse t muito Lindoo em,negative
K maquina mas bella   Me gustara saber k modelo es,negative
This is what we use case 3530,neutral
Regina Zaun heres ur new truck,negative
Bosn Julien voici ton prochain investissement,positive
I think such a thing does not exist in Europe,negative
This is what we use,positive
Andrew Fry looks awesome Haha,positive
I saw a similar fertilizer spreader in Australia Tasmania   I was very pleased  Now Im greatful to see this John Deere  Hopefully we will have it in South Africa,positive
bunnla ne isyapmayi dusunuyor acaba,negative
A sim esa e mquinas e tem conforto,negative
Dans plusieurs  annes peuttre  jaimerais bien oui,positive
Nico Schott dazu ist de Jonny grad so gut genug,negative
Christer Brylle Byrlen vad JD duger till,negative
Hahahaha  sn fr jag fixa till lucas,negative
Haha precis  vad jd duger te,negative
Katy Myles I need one of these in my life birthday ideas just saying lol,negative
Gautier Cuif tient ta 14 va finir comme a,negative
Fr was anderes jann man die ja auch nicht gebrauchen Armin van Warmerdam Christian Tammling,positive
Je veux la mme  la maison,positive
Euh moi cest une ih pas JD,negative
Ouais bah c est pareil,negative
non non cest une AXIAL Flow,positive
John Purfield   You may get one for Joseph,positive
Kirsten Jrgens das bei euch im Garten knnte man ja aus dem 1188 bauen,neutral
Christopher Elkin wot u reckon,negative
Och ich selber finde die Idee ganz gut,negative
Und warum Michel nicht  So hat er ihn noch zuhause und die Kids haben was zum spielen,negative
Jamesie Brennan Im guessing this is Fionns next present Surely an old combine in barrowhouse that needs recycling,negative
M ne ne der gute Mhdrescher,negative
Yes 5 of them to be exact You can gladly have each and every one of them,positive
The class is nearly old enough now,negative
Owen Mallon when mini  mallons come along,positive
You may wait another 20 years b4 dats fit for a slide,negative
Jamesie Brennan u can start selling them as childrens slidesprob worth more as a slide than a combine,negative
Ewen on fait sa avec la 2064,negative
Davide il parco giochi dei tuoi bambini,positive
Julia Mulholland Id say Damien would have a ball in this,neutral
Daniel McCoan Katrina Edworthy Next one for Jacob,neutral
This is amazing he would love it x,positive
Eimear Kelly if only you were a child again,positive
Robby Johnson u need this,negative
Jeremy Bagg Stro Kevin Brett Wolfe,negative
Staat wel mooi in de tuin,negative
Shaun Whitee this would of been good in our garden,positive
Nicolas Lavenant il va falloir mettre a dans le jardin pour la petite  Des bisous  tous les trois,positive
Darren Reddington Mairead Gallagher for yere kids,positive
Cool That is so neat and well done,positive
Dana Irion why didnt I have this as a kid,negative
Yad have some set of instructions with that,negative
Ray Donlon theyd love it,positive
Edel heres an idea for seamie to work on for the boys,negative
Morten Rolykke Nielsen Mads L T Madsen,positive
Some job that yoke is,positive
Yeah Im sure you have great craic playing on it,positive
Annemiek Jeroen wat voor jullie in de achtertuin voor mees,negative
Good one I dont know who have more fun boys playing on it or seamie have a little project to do,positive
He can build me one lol,positive
Marc Robb your ass no fit in the chute lol,negative
Brad Lines you should do this to yours,positive
Mark Allott you should make one for Georgia,positive
Sam Gloor this woulda been sweet as a kid,positive
Adie Le Sauvage this would be good up the park,positive
Ian Holloway youll be able to do this with your tractor soon,positive
mira Steve Fernando Flores Montes para Said Flores y los ferchis,positive
My son would love this,positive
A fairly expensive play pit but i love it and so would my boys,positive
Robert Carter might need an old header one day,negative
Sorry Trevor sold her yesterday,negative
Lex Limmen voor later maar denk,positive
Haha that would be for me,positive
Helene och Andreas kan ni be nn av era grannar donera en trska,negative
Vi skall snacka med John deere  butiken Kan vi hlsa ifrn Mathias,negative
Gareth Williams you need one of these,positive
William Tapp doodle would love this,positive
Danni Daugbjerg Dehn vi m kigge p dba,negative
Det er sdan et legeredskab vi skal ha Jesper,negative
Romain Delaye pour tes gosse,positive
Sure your great help with that sort of thing L,positive
Shiit  Nu begynder det at ligne noget,negative
Skulle bli perfekt till lsklingarna,negative
Ja verkligen Ywonne Tror att barnen hade tyckt om att ka ocks,negative
Siiiiiiii ma anche io mio ehh,negative
Ok on avais pas a a la maternelle Maixent Pajon Theo Laforge Julien Rolland,positive
Ti devi ricordare la tua et,negative
Han Van Heesch og Rick Van Heesch,positive
Det skal i da ha lavet til jeres drenge,negative
Nope sorry should have been a CAT Challenger machine  If it aint a CAT its a dawg,negative
Luca Mastio queste cose nn centrano nulla,negative
Eeeeeeh non c entrano nulla  giusto,negative
Basten Jellesma had jij vroeger niet,positive
Jenny ca c pour Jej a igon,negative
Basti Sonnenburg Martin Keithan Sabrina Garbe ne Rutsche hab ich schon mal,negative
Cathal Nestor your ould lad could hire your 1 for the winter,negative
Julian Khn mchte im Kinderparadies abgeholt werden,neutral
Das ist doch mal ein Klettergerst,negative
Ich seh es schon bei dir im Garten stehen,negative
Wir fangen erstmal mit nem Garten an,negative
Ryan Dymott and you thought your little collector minis were as fun as this looks,positive
Bast ise for a deere combine,positive
Rene Aus Merz Lukas Welter,positive
Demi Nieuwendijk fendt kan het niet,positive
daarom houd ik van Fendt,positive
James Delahunty Michael Walsh Mixer,positive
Romain Yannick Regis coute le bruit du jd,positive
Marvin Gerken solltet ihr auch mal einfhren D,negative
Margaretha mssen wir auch machen,negative
George Doble think they need to find some concrete,negative
Mathias Cattebeke kikt eki na de 20ste seconde tis tzelfste leevn,negative
Robin van Someren Vincent Prijs Vincent Smit Thijs van Driel Johan Van Leerdam,positive
Johnny Quinlan Stephen Shanahan Thomas Murphy Brian Greene Jimmy Murphy David Nugent,positive
Wat is hier dan zo speciaal aan,negative
Fabian Kurz Tobias Kurz so wird sich d x au anhrn bestimmt mim anderen auspuff wie der johny,negative
Jesse Tijink die eerste was te verwachten,negative
Such a shit test on that surface,negative
Romain Olivet Lavis Benjamin Meric Thomas Mayrand Clment VidalNathan Mouret Thibault Bruguiere,positive
Ago pom doket qetu but ne asfalt ma ndryshe ish kon puna mirpo a pe shef npergjithsi me force te njejt,negative
Et la sangle  intrt dtre costaud,negative
Ama a e pa me new hollandinhic sjav lsho udhen italiani,negative
